src,trg
"of dancers perform outdoors . tree lined walk .","G.add_edge(' dancers ',' outdoors ',action=' perform ') newline G.add_edge(' dancers ',' perform ') newline G.add_edge(' tree ',' walk ',action=' lined ') newline G.add_edge(' tree ',' lined ') newline"
"man carries flags . yellow pants playing red ball . young children wearing beige shorts . how is pants ? how is ball ?","G.add_edge(' man ',' flags ',action=' carries ') newline G.add_edge(' man ',' carries ') newline G.add_edge(' pants ',' playing ') newline G.add_edge(' pants ',' yellow ') newline G.add_edge(' ball ',' red ') newline G.add_edge(' children ',' wearing ') newline G.add_edge(' children ',' young ') newline G.add_edge(' shorts ',' beige ') newline G.has_edge(' pants ',' yellow ') newline G.has_edge(' ball ',' red ') newline"
"a mound has just . girl running down . buy traveling somewhere . is there a relation between mound and just ? is there a girl ? is there a buy ?","G.add_edge(' mound ',' just ',action=' has ') newline G.add_edge(' mound ',' has ') newline G.add_edge(' girl ',' down ',action=' running ') newline G.add_edge(' girl ',' running ') newline G.add_edge(' buy ',' somewhere ',action=' traveling ') newline G.add_edge(' buy ',' traveling ') newline G.has_edge(' mound ',' just ') newline G.has_node(' girl ') newline G.has_node(' buy ') newline"
"farm planting rice . of people bundled up . is there a relation between farm and rice ?","G.add_edge(' farm ',' rice ',action=' planting ') newline G.add_edge(' farm ',' planting ') newline G.add_edge(' people ',' up ',action=' bundled ') newline G.add_edge(' people ',' bundled ') newline G.has_edge(' farm ',' rice ') newline"
"dog the jumping up .","G.add_edge(' dog ',' up ',action=' jumping ') newline G.add_edge(' dog ',' jumping ') newline"
"people all carrying with umbrellas .","G.add_edge(' people ',' umbrellas ',action=' carrying ') newline G.add_edge(' people ',' carrying ') newline"
"another man picks up . is there a relation between man and up ?","G.add_edge(' man ',' up ',action=' picks ') newline G.add_edge(' man ',' picks ') newline G.has_edge(' man ',' up ') newline"
"formal setting jumps knotted rope . how is setting ? how is rope ?","G.add_edge(' setting ',' jumps ') newline G.add_edge(' setting ',' formal ') newline G.add_edge(' rope ',' knotted ') newline G.has_edge(' setting ',' formal ') newline G.has_edge(' rope ',' knotted ') newline"
"white greenhouse holding gardening . female performer wearing stilts . how is gardening ? how is performer ? how is stilts ?","G.add_edge(' greenhouse ',' holding ') newline G.add_edge(' greenhouse ',' white ') newline  G.add_edge(' performer ',' wearing ') newline G.add_edge(' performer ',' female ') newline   G.has_edge(' performer ',' female ') newline "
"orange robe has flashy gold . how is robe ? how is gold ?","G.add_edge(' robe ',' has ') newline G.add_edge(' robe ',' orange ') newline G.add_edge(' gold ',' flashy ') newline G.has_edge(' robe ',' orange ') newline G.has_edge(' gold ',' flashy ') newline"
"surfer goes up . another person lies down . side in holds up . is there a relation between person and down ?","G.add_edge(' surfer ',' up ',action=' goes ') newline G.add_edge(' surfer ',' goes ') newline G.add_edge(' person ',' down ',action=' lies ') newline G.add_edge(' person ',' lies ') newline G.add_edge(' side ',' up ',action=' holds ') newline G.add_edge(' side ',' holds ') newline G.has_edge(' person ',' down ') newline"
"of men on picking up .","G.add_edge(' men ',' up ',action=' picking ') newline G.add_edge(' men ',' picking ') newline"
"hat stands just . couple while walking down . tent set up . is there a hat ? does couple walking ?","G.add_edge(' hat ',' just ',action=' stands ') newline G.add_edge(' hat ',' stands ') newline G.add_edge(' couple ',' down ',action=' walking ') newline G.add_edge(' couple ',' walking ') newline G.add_edge(' tent ',' up ',action=' set ') newline G.add_edge(' tent ',' set ') newline G.has_node(' hat ') newline G.has_edge(' couple ',' walking ') newline"
"white snow covered snowy peaks . how is snow ? how is peaks ?","G.add_edge(' snow ',' covered ') newline G.add_edge(' snow ',' white ') newline G.add_edge(' peaks ',' snowy ') newline G.has_edge(' snow ',' white ') newline G.has_edge(' peaks ',' snowy ') newline"
"man while wearing inline .","G.add_edge(' man ',' inline ',action=' wearing ') newline G.add_edge(' man ',' wearing ') newline"
"no shirt creates portraits .","G.add_edge(' shirt ',' portraits ',action=' creates ') newline G.add_edge(' shirt ',' creates ') newline"
"pink outfits handle gray squares .","G.add_edge(' outfits ',' handle ') newline G.add_edge(' outfits ',' pink ') newline G.add_edge(' squares ',' gray ') newline"
"ramp while looking back . a shirt while eating ribs .","G.add_edge(' ramp ',' back ',action=' looking ') newline G.add_edge(' ramp ',' looking ') newline G.add_edge(' shirt ',' ribs ',action=' eating ') newline G.add_edge(' shirt ',' eating ') newline"
"person spreading glue . does person spreading ?","G.add_edge(' person ',' glue ',action=' spreading ') newline G.add_edge(' person ',' spreading ') newline G.has_edge(' person ',' spreading ') newline"
"a jacket while wearing glasses . crane flying just . a construction some hold up . is there a relation between jacket and glasses ? is there a construction ?","G.add_edge(' jacket ',' glasses ',action=' wearing ') newline G.add_edge(' jacket ',' wearing ') newline G.add_edge(' crane ',' just ',action=' flying ') newline G.add_edge(' crane ',' flying ') newline G.add_edge(' construction ',' up ',action=' hold ') newline G.add_edge(' construction ',' hold ') newline G.has_edge(' jacket ',' glasses ') newline G.has_node(' construction ') newline"
"helmet climbing up . traditional dresses holding folders . of workers outside cleaning up . does helmet riding ? how is dresses ? how is folders ? is there a relation between workers and up ?","G.add_edge(' helmet ',' up ',action=' climbing ') newline G.add_edge(' helmet ',' climbing ') newline G.add_edge(' dresses ',' holding ') newline G.add_edge(' dresses ',' traditional ') newline  G.add_edge(' workers ',' up ',action=' cleaning ') newline G.add_edge(' workers ',' cleaning ') newline G.has_edge(' helmet ',' riding ') newline G.has_edge(' dresses ',' traditional ') newline  G.has_edge(' workers ',' up ') newline"
"many skiers climbing white snow .","G.add_edge(' skiers ',' climbing ') newline G.add_edge(' skiers ',' many ') newline G.add_edge(' snow ',' white ') newline"
"asian man wearing blue jeans .","G.add_edge(' man ',' wearing ') newline G.add_edge(' man ',' asian ') newline G.add_edge(' jeans ',' blue ') newline"
"with arms held up . sign on is now . hat walks down . does arms held ? is there a relation between sign and now ? is there a relation between hat and down ?","G.add_edge(' arms ',' up ',action=' held ') newline G.add_edge(' arms ',' held ') newline G.add_edge(' sign ',' now ',action=' is ') newline G.add_edge(' sign ',' is ') newline G.add_edge(' hat ',' down ',action=' walks ') newline G.add_edge(' hat ',' walks ') newline G.has_edge(' arms ',' held ') newline G.has_edge(' sign ',' now ') newline G.has_edge(' hat ',' down ') newline"
"woman another walks down . woman tries out . red scarf blowing vaporized smoke . is there a woman ? does woman eats ? how is smoke ?","G.add_edge(' woman ',' down ',action=' walks ') newline G.add_edge(' woman ',' walks ') newline G.add_edge(' woman ',' out ',action=' tries ') newline G.add_edge(' woman ',' tries ') newline G.add_edge(' scarf ',' blowing ') newline G.add_edge(' scarf ',' red ') newline G.add_edge(' smoke ',' vaporized ') newline G.has_node(' woman ') newline G.has_edge(' woman ',' eats ') newline G.has_edge(' smoke ',' vaporized ') newline"
"green tree lined shallow river .","G.add_edge(' tree ',' lined ') newline G.add_edge(' tree ',' green ') newline G.add_edge(' river ',' shallow ') newline"
"large ice holding middle-aged hockey . up shirt a cutting food . gentleman does not . is there a shirt ?","G.add_edge(' ice ',' holding ') newline G.add_edge(' ice ',' large ') newline G.add_edge(' hockey ',' middle-aged ') newline G.add_edge(' shirt ',' food ',action=' cutting ') newline G.add_edge(' shirt ',' cutting ') newline G.add_edge(' gentleman ',' not ',action=' does ') newline G.add_edge(' gentleman ',' does ') newline G.has_node(' shirt ') newline"
"a guy while jumping off . life sized screen . does guy jumping ?","G.add_edge(' guy ',' off ',action=' jumping ') newline G.add_edge(' guy ',' jumping ') newline G.add_edge(' life ',' screen ',action=' sized ') newline G.add_edge(' life ',' sized ') newline G.has_edge(' guy ',' jumping ') newline"
"girls up wearing sunglasses . umbrella takes photos .","G.add_edge(' girls ',' sunglasses ',action=' wearing ') newline G.add_edge(' girls ',' wearing ') newline G.add_edge(' umbrella ',' photos ',action=' takes ') newline G.add_edge(' umbrella ',' takes ') newline"
"small kids wearing heavy winter . male snowboarder takes military flight . how is kids ? how is winter ? how is flight ?","G.add_edge(' kids ',' wearing ') newline G.add_edge(' kids ',' small ') newline G.add_edge(' winter ',' heavy ') newline G.add_edge(' snowboarder ',' takes ') newline G.add_edge(' snowboarder ',' male ') newline G.add_edge(' flight ',' military ') newline G.has_edge(' kids ',' small ') newline G.has_edge(' winter ',' heavy ') newline G.has_edge(' flight ',' military ') newline"
"coats posing together . does coats posing ?","G.add_edge(' coats ',' together ',action=' posing ') newline G.add_edge(' coats ',' posing ') newline G.has_edge(' coats ',' posing ') newline"
"men wearing cowboy . does men watch ?","G.add_edge(' men ',' cowboy ',action=' wearing ') newline G.add_edge(' men ',' wearing ') newline G.has_edge(' men ',' watch ') newline"
"first flower stand other look . man jumping off . how is flower ? how is look ?","G.add_edge(' flower ',' stand ') newline G.add_edge(' flower ',' first ') newline G.add_edge(' look ',' other ') newline G.add_edge(' man ',' off ',action=' jumping ') newline G.add_edge(' man ',' jumping ') newline G.has_edge(' flower ',' first ') newline G.has_edge(' look ',' other ') newline"
"a man on has in just . a stand labeled pipe . shirt a jumps off . does stand labeled ?","G.add_edge(' man ',' just ',action=' has ') newline G.add_edge(' man ',' has ') newline G.add_edge(' stand ',' pipe ',action=' labeled ') newline G.add_edge(' stand ',' labeled ') newline G.add_edge(' shirt ',' off ',action=' jumps ') newline G.add_edge(' shirt ',' jumps ') newline G.has_edge(' stand ',' labeled ') newline"
"a dog jumps up . asian woman holding red cups . men playing golf . does dog is ? how is cups ?","G.add_edge(' dog ',' up ',action=' jumps ') newline G.add_edge(' dog ',' jumps ') newline G.add_edge(' woman ',' holding ') newline G.add_edge(' woman ',' asian ') newline G.add_edge(' cups ',' red ') newline G.add_edge(' men ',' golf ',action=' playing ') newline G.add_edge(' men ',' playing ') newline G.has_edge(' dog ',' is ') newline G.has_edge(' cups ',' red ') newline"
"lone woman riding few bikes .","G.add_edge(' woman ',' riding ') newline G.add_edge(' woman ',' lone ') newline G.add_edge(' bikes ',' few ') newline"
"blond-haired girl carrying necessary camping . children taking part . yellow hat playing miniature golf . how is girl ? how is camping ? is there a relation between children and part ? how is golf ?","G.add_edge(' girl ',' carrying ') newline G.add_edge(' girl ',' blond-haired ') newline G.add_edge(' camping ',' necessary ') newline G.add_edge(' children ',' part ',action=' taking ') newline G.add_edge(' children ',' taking ') newline G.add_edge(' hat ',' playing ') newline G.add_edge(' hat ',' yellow ') newline G.add_edge(' golf ',' miniature ') newline G.has_edge(' girl ',' blond-haired ') newline G.has_edge(' camping ',' necessary ') newline G.has_edge(' children ',' part ') newline G.has_edge(' golf ',' miniature ') newline"
"the subway looking out . muddy athletes play sandy beach . dress than taking picture . does subway looking ?","G.add_edge(' subway ',' out ',action=' looking ') newline G.add_edge(' subway ',' looking ') newline G.add_edge(' athletes ',' play ') newline G.add_edge(' athletes ',' muddy ') newline G.add_edge(' beach ',' sandy ') newline G.add_edge(' dress ',' picture ',action=' taking ') newline G.add_edge(' dress ',' taking ') newline G.has_edge(' subway ',' looking ') newline"
"no shirt rolled up . a jersey while throwing soccer . man another plays with guitar . is there a relation between man and guitar ?","G.add_edge(' shirt ',' up ',action=' rolled ') newline G.add_edge(' shirt ',' rolled ') newline G.add_edge(' jersey ',' soccer ',action=' throwing ') newline G.add_edge(' jersey ',' throwing ') newline G.add_edge(' man ',' guitar ',action=' plays ') newline G.add_edge(' man ',' plays ') newline G.has_edge(' man ',' guitar ') newline"
